DataType,Size,Ratio,Algorithm,MeanTime(ns),StdDeviation(ns),AllSorted
AlmostSorted,128,0.0833333,cuda_bubble_sort,4.32802e+08,612342,true
AlmostSorted,128,0.0833333,cuda_merge_sort,3.84389e+06,38975.9,true
AlmostSorted,128,0.0833333,cuda_counting_sort,474406,27795.7,true
AlmostSorted,128,0.0833333,cuda_radix_sort,978875,34306.2,true
AlmostSorted,128,0.0833333,cuda_heap_sort,0,0,true
AlmostSorted,128,0.0833333,cuda_insertion_sort,0,0,true
AlmostSorted,128,0.0833333,cuda_selection_sort,0,0,true
AlmostSorted,128,0.0833333,cuda_shell_sort,0,0,true
AlmostSorted,128,0.166667,cuda_bubble_sort,4.32223e+08,426348,true
AlmostSorted,128,0.166667,cuda_merge_sort,3.83648e+06,68663.3,true
AlmostSorted,128,0.166667,cuda_counting_sort,461388,43449,true
AlmostSorted,128,0.166667,cuda_radix_sort,958911,45370,true
AlmostSorted,128,0.166667,cuda_heap_sort,0,0,true
AlmostSorted,128,0.166667,cuda_insertion_sort,0,0,true
AlmostSorted,128,0.166667,cuda_selection_sort,0,0,true
AlmostSorted,128,0.166667,cuda_shell_sort,0,0,true
AlmostSorted,128,0.25,cuda_bubble_sort,4.32398e+08,599589,true
AlmostSorted,128,0.25,cuda_merge_sort,3.82374e+06,64985.3,true
AlmostSorted,128,0.25,cuda_counting_sort,449865,24888.9,true
AlmostSorted,128,0.25,cuda_radix_sort,947158,55517.2,true
AlmostSorted,128,0.25,cuda_heap_sort,0,0,true
AlmostSorted,128,0.25,cuda_insertion_sort,0,0,true
AlmostSorted,128,0.25,cuda_selection_sort,0,0,true
AlmostSorted,128,0.25,cuda_shell_sort,0,0,true
AlmostSorted,128,0.333333,cuda_bubble_sort,4.32353e+08,464846,true
AlmostSorted,128,0.333333,cuda_merge_sort,3.82249e+06,47267.1,true
AlmostSorted,128,0.333333,cuda_counting_sort,458946,40823.3,true
AlmostSorted,128,0.333333,cuda_radix_sort,954424,42838.1,true
AlmostSorted,128,0.333333,cuda_heap_sort,0,0,true
AlmostSorted,128,0.333333,cuda_insertion_sort,0,0,true
AlmostSorted,128,0.333333,cuda_selection_sort,0,0,true
AlmostSorted,128,0.333333,cuda_shell_sort,0,0,true
AlmostSorted,128,0.416667,cuda_bubble_sort,4.3272e+08,566478,true
AlmostSorted,128,0.416667,cuda_merge_sort,3.83287e+06,44513.7,true
AlmostSorted,128,0.416667,cuda_counting_sort,459934,23129.6,true
AlmostSorted,128,0.416667,cuda_radix_sort,988242,47955,true
AlmostSorted,128,0.416667,cuda_heap_sort,0,0,true
AlmostSorted,128,0.416667,cuda_insertion_sort,0,0,true
AlmostSorted,128,0.416667,cuda_selection_sort,0,0,true
AlmostSorted,128,0.416667,cuda_shell_sort,0,0,true
AlmostSorted,256,0,cuda_bubble_sort,1.73347e+09,1.54088e+06,true
AlmostSorted,256,0,cuda_merge_sort,7.32762e+06,50379.3,true
AlmostSorted,256,0,cuda_counting_sort,525774,27540.5,true
AlmostSorted,256,0,cuda_radix_sort,1.06992e+06,37333.3,true
AlmostSorted,256,0,cuda_heap_sort,0,0,true
AlmostSorted,256,0,cuda_insertion_sort,0,0,true
AlmostSorted,256,0,cuda_selection_sort,0,0,true
AlmostSorted,256,0,cuda_shell_sort,0,0,true
AlmostSorted,256,0.0833333,cuda_bubble_sort,1.73456e+09,2.31094e+06,true
AlmostSorted,256,0.0833333,cuda_merge_sort,7.31913e+06,40255.6,true
AlmostSorted,256,0.0833333,cuda_counting_sort,524306,24017.3,true
AlmostSorted,256,0.0833333,cuda_radix_sort,1.06168e+06,27406.8,true
AlmostSorted,256,0.0833333,cuda_heap_sort,0,0,true
AlmostSorted,256,0.0833333,cuda_insertion_sort,0,0,true
AlmostSorted,256,0.0833333,cuda_selection_sort,0,0,true
AlmostSorted,256,0.0833333,cuda_shell_sort,0,0,true
AlmostSorted,256,0.166667,cuda_bubble_sort,1.73398e+09,1.12144e+06,true
AlmostSorted,256,0.166667,cuda_merge_sort,7.27633e+06,34745.5,true
AlmostSorted,256,0.166667,cuda_counting_sort,513745,24913.5,true
AlmostSorted,256,0.166667,cuda_radix_sort,1.07871e+06,34808.5,true
AlmostSorted,256,0.166667,cuda_heap_sort,0,0,true
AlmostSorted,256,0.166667,cuda_insertion_sort,0,0,true
AlmostSorted,256,0.166667,cuda_selection_sort,0,0,true
AlmostSorted,256,0.166667,cuda_shell_sort,0,0,true
